,Paper,Material,Property,Value,Unit
1929,278 c5ta00936g.pdf,unknown,PCE,4.4,N/A
1930,278 c5ta00936g.pdf,PC71BM,JSC,10,N/A
1931,278 c5ta00936g.pdf,unknown,FF,0.65,N/A
1932,279 Warnan_et_al-2014-Advanced_Materials.pdf,PBDFTPD(2EH/C7)showed,FF,0.65,%
1933,280 c4ta06140c.pdf,unknown,JSC,9.77,mAcm
1934,280 c4ta06140c.pdf,unknown,FF,0.498,%
1935,280 c4ta06140c.pdf,unknown,VOC,0.89,V
1936,280 c4ta06140c.pdf,PC71BM,VOC,0.80,V
1937,280 c4ta06140c.pdf,PC71BM,PCE,4.61,%
1938,280 c4ta06140c.pdf,unknown,PCE,4.33,%
1939,280 c4ta06140c.pdf,PC71BM,FF,0.5870000000000001,%
1940,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,JSC,8.74,mA/cm2
1941,281 1-s2.0-S003238611500395X-main.pdf,HOMO,PCE,2.22,%
1942,281 1-s2.0-S003238611500395X-main.pdf,HOMO,JSC,5.28,mA/cm2
1943,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,PCE,4.44,%
1944,281 1-s2.0-S003238611500395X-main.pdf,PEDOT:PSS/polymer:PC71BM/PFN/Al,JSC,5.28,mA/cm2
1945,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,JSC,6.40,mA/cm2
1946,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,FF,0.49,N/A
1947,281 1-s2.0-S003238611500395X-main.pdf,unknown,FF,0.61,N/A
1948,281 1-s2.0-S003238611500395X-main.pdf,unknown,JSC,5.28,N/A
1949,281 1-s2.0-S003238611500395X-main.pdf,PEDOT:PSS/polymer:PC71BM/PFN/Al,PCE,2.22,%
1950,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,PCE,2.40,%
1951,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,VOC,0.76,V
1952,281 1-s2.0-S003238611500395X-main.pdf,unknown,VOC,0.83,V
1953,282 Jung_et_al-2013-Advanced_Materials.pdf,PTDBD2,PCE,7.6,%
1954,282 Jung_et_al-2013-Advanced_Materials.pdf,PTDBD3,PCE,4.9,%
1955,283 ma501152v.pdf,PTR5b,JSC,12.2,mA/cm2
1956,283 ma501152v.pdf,PTR5b,PCE,5,%
1957,283 ma501152v.pdf,PTB7,PCE,7.3,%
1958,283 ma501152v.pdf,PTR5b,VOC,0.65,V
1959,284 acs.macromol.5b00514.pdf,PTB7,JSC,15,N/A
1960,284 acs.macromol.5b00514.pdf,unknown,PCE,7.52,%
1961,284 acs.macromol.5b00514.pdf,unknown,JSC,13.27,mA/cm2
1962,284 acs.macromol.5b00514.pdf,unknown,PCE,5.13,%
1963,284 acs.macromol.5b00514.pdf,unknown,VOC,0.74,V
1964,284 acs.macromol.5b00514.pdf,unknown,JSC,15.88,mA/cm2
1965,284 acs.macromol.5b00514.pdf,unknown,FF,0.63,%
1966,284 acs.macromol.5b00514.pdf,PTB7,VOC,0.75,V
1967,284 acs.macromol.5b00514.pdf,unknown,FF,0.52,%
1968,285 c4ta01632g.pdf,unknown,FF,100,%
1969,285 c4ta01632g.pdf,PC71BM,PCE,2.42,%
1970,285 c4ta01632g.pdf,unknown,PCE,5.63,N/A
1971,285 c4ta01632g.pdf,PC71BM,JSC,6.41,N/A
1972,285 c4ta01632g.pdf,PC71BM,VOC,0.65,V
1973,285 c4ta01632g.pdf,PC71BM,PCE,5.19,%
1974,285 c4ta01632g.pdf,PC71BM,VOC,0.62,V
1975,286 ma501300a.pdf,PDPPDTT,PCE,6.11,%
1976,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,PCE,0.21,%
1977,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,VOC,0.75,V
1978,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,JSC,0.86,mA/cm2
1979,287 10.1007%2Fs10965-014-0633-y.pdf,DTBDTs-based,PCE,7.3,%
1980,287 10.1007%2Fs10965-014-0633-y.pdf,unknown,PCE,5.1,N/A
1981,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,FF,0.33,%
1982,287 10.1007%2Fs10965-014-0633-y.pdf,PC71BM)is,PCE,0.21,%
1983,287 10.1007%2Fs10965-014-0633-y.pdf,PC71BM(W:W,PCE,4.43,%
1984,288 c4ra14532a.pdf,unknown,PCE,5.63,N/A
1985,288 c4ra14532a.pdf,unknown,VOC,0.70,V
1986,289 c5cc03815d.pdf,PC71BM,JSC,13.4,mAcm-2
1987,289 c5cc03815d.pdf,PC71BM,PCE,6.05,%
1988,289 c5cc03815d.pdf,PC71BM)as,PCE,6.81,%
1989,289 c5cc03815d.pdf,PC71BM,FF,0.551,%
1990,289 c5cc03815d.pdf,PC71BM,VOC,0.82,V
1991,290 acs.chemmater.6b02030.pdf,unknown,PCE,11.3,%
1992,290 acs.chemmater.6b02030.pdf,DTDCNBT)based,FF,0.3,N/A
1993,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-h,FF,0.71,N/A
1994,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-h:PC,FF,0.71,N/A
1995,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-l,FF,0.54,N/A
1996,292 cl.170307.pdf,unknown,JSC,4.39,N/A
1997,292 cl.170307.pdf,unknown,VOC,0.62,N/A
1998,292 cl.170307.pdf,PC71BM,FF,0.67,N/A
1999,292 cl.170307.pdf,unknown,PCE,1.6,%
2000,292 cl.170307.pdf,unknown,JSC,4.43,N/A
2001,292 cl.170307.pdf,PC71BM,JSC,10.07,N/A
2002,292 cl.170307.pdf,PC71BM,PCE,1.19,%
2003,292 cl.170307.pdf,unknown,VOC,0.63,N/A
2004,293 jacs.6b03498.pdf,HOMO,FF,0.682,%
2005,293 jacs.6b03498.pdf,HOMO,VOC,0.85,V
2006,293 jacs.6b03498.pdf,unknown,PCE,5.5,%
2007,295 acs.macromol.5b01275.pdf,EHOMO,JSC,10,N/A
2008,295 acs.macromol.5b01275.pdf,unknown,FF,0.5478999999999999,N/A
2009,295 acs.macromol.5b01275.pdf,ELUMO,JSC,3.17,mA/cm2
2010,295 acs.macromol.5b01275.pdf,EHOMO,VOC,0.7,N/A
2011,295 acs.macromol.5b01275.pdf,ELUMO,JSC,3.17,N/A
2012,295 acs.macromol.5b01275.pdf,ELUMO,JSC,6.14,mA/cm2
2013,295 acs.macromol.5b01275.pdf,unknown,PCE,3.85,%
2014,295 acs.macromol.5b01275.pdf,unknown,PCE,4.7,%
2015,296 acs.macromol.6b00540.pdf,unknown,FF,0.59,%
2016,296 acs.macromol.6b00540.pdf,LUMO,PCE,1,N/A
2017,296 acs.macromol.6b00540.pdf,unknown,JSC,10.5,N/A
2018,296 acs.macromol.6b00540.pdf,unknown,JSC,15.7,mAcm−2
2019,296 acs.macromol.6b00540.pdf,unknown,PCE,7.1,%
2020,296 acs.macromol.6b00540.pdf,unknown,JSC,14.2,N/A
2021,296 acs.macromol.6b00540.pdf,unknown,JSC,15.2,N/A
2022,296 acs.macromol.6b00540.pdf,PC71BM,JSC,8.6,mAcm−2
2023,296 acs.macromol.6b00540.pdf,unknown,VOC,0.9,V
2024,296 acs.macromol.6b00540.pdf,unknown,VOC,0.70,N/A
2025,297 acs.macromol.6b01580.pdf,unknown,PCE,7.4,%
2026,297 acs.macromol.6b01580.pdf,unknown,PCE,9.4,%
2027,297 acs.macromol.6b01580.pdf,unknown,PCE,8.27,%
2028,298 acs.macromol.6b02702.pdf,unknown,FF,0.38,%
2029,298 acs.macromol.6b02702.pdf,unknown,JSC,1.22,mA/cm2
2030,298 acs.macromol.6b02702.pdf,unknown,PCE,0.45,%
2031,298 acs.macromol.6b02702.pdf,unknown,JSC,8.37,mA/cm2
2032,298 acs.macromol.6b02702.pdf,unknown,PCE,6.71,%
2033,298 acs.macromol.6b02702.pdf,unknown,VOC,0.716,V
2034,298 acs.macromol.6b02702.pdf,unknown,VOC,0.725,V
2035,298 acs.macromol.6b02702.pdf,unknown,VOC,0.697,V
2036,298 acs.macromol.6b02702.pdf,unknown,FF,0.573,%
2037,298 acs.macromol.6b02702.pdf,unknown,JSC,7.06,mA/cm2
2038,298 acs.macromol.6b02702.pdf,unknown,PCE,7.4,%
2039,298 acs.macromol.6b02702.pdf,EDPP(Figure,VOC,0.68,V
2040,298 acs.macromol.6b02702.pdf,unknown,PCE,0.33,%
2041,298 acs.macromol.6b02702.pdf,unknown,VOC,0.674,V
2042,298 acs.macromol.6b02702.pdf,unknown,FF,0.643,%
2043,298 acs.macromol.6b02702.pdf,unknown,FF,0.51,%
2044,298 acs.macromol.6b02702.pdf,unknown,JSC,1.20,mA/cm2
2045,299 1-s2.0-S0014305716301240-main.pdf,PTF2:PC70BM(1,FF,0.087,mAcm-2
2046,299 1-s2.0-S0014305716301240-main.pdf,unknown,PCE,8.0,%
2047,299 1-s2.0-S0014305716301240-main.pdf,unknown,PCE,7,N/A
2048,299 1-s2.0-S0014305716301240-main.pdf,PTF2:PC70BM(1,PCE,2.13,%
2049,299 1-s2.0-S0014305716301240-main.pdf,PTF1,PCE,0.51,%
2050,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,PCE,4.72,%
2051,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,FF,0.50,N/A
2052,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,VOC,0.75,V
2053,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,FF,0.50,N/A
2054,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,VOC,0.77,V
2055,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,JSC,4.41,mAcm
2056,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,FF,0.57,N/A
2057,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,PCE,1.65,%
2058,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,10.75,mA/cm2
2059,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,10.75,mAcm
2060,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,PCE,1.65,%
2061,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,PCE,4.72,%
2062,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,FF,0.57,N/A
2063,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,JSC,10.75,mAcm
2064,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,VOC,0.77,V
2065,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,4.41,mAcm
2066,301 acsami%2E5b03446.pdf,unknown,PCE,8.0,%
2067,301 acsami%2E5b03446.pdf,unknown,PCE,7.3,%
2068,301 acsami%2E5b03446.pdf,unknown,VOC,1,N/A
2069,301 acsami%2E5b03446.pdf,unknown,PCE,6.3,%
2070,301 acsami%2E5b03446.pdf,PTVTPD,PCE,4.68,%
2071,301 acsami%2E5b03446.pdf,unknown,PCE,6.71,%
2072,301 acsami%2E5b03446.pdf,unknown,PCE,10.31,%
2073,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,3.84,%
2074,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,UCLA,PCE,10.6,%
2075,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,PBBTzCz,FF,0.30,N/A
2076,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,TRMC,PCE,2.37,%
2077,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,TRMC,PCE,3.20,%
2078,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,6,N/A
2079,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,PBBTz-,FF,0.56,N/A
2080,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,12.0,%
2081,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,FF,0.57,N/A
2082,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,UCLA,PCE,11.0,%
2083,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,4.79,%
2084,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,2.62,%
2085,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,5.61,%
2086,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,JSC,11.79,mAcm22
2087,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,2.80,%
2088,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,FF,0.41,N/A
2089,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,FF,0.61,N/A
2090,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,PCE,5.61,%
2091,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PC71BM,PCE,2.62,%
2092,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,VOC,0.78,V
2093,304 ma200740.pdf,PCBM,PCE,3.5,%
2094,304 ma200740.pdf,PCBM,JSC,11.8,mA/cm2
2095,304 ma200740.pdf,PCBM,VOC,0.65,V
2096,305 cm8006638.pdf,unknown,FF,0.40,N/A
2097,305 cm8006638.pdf,PCPDTTBTT/fullerene,PCE,2.1,%
2098,306 ma3009178.pdf,PCPDTFBT/PC71BM,VOC,0.76,V
2099,306 ma3009178.pdf,PCPDTBT,PCE,3.69,%
2100,306 ma3009178.pdf,PCPDTBT/PC71BM,JSC,10.1,mAcm−2
2101,306 ma3009178.pdf,PCPDTFBT/PC71BM,FF,0.48,%
2102,306 ma3009178.pdf,PCPDTFBT/PC71BM,PCE,5.32,%
2103,306 ma3009178.pdf,PCPDTBT/PC71BM,FF,0.42,%
2104,306 ma3009178.pdf,PCPDTFBT/PC71BM,VOC,0.77,V
2105,306 ma3009178.pdf,PCPDTBT/PC71BM,VOC,0.75,V
2106,306 ma3009178.pdf,PCPDTFBT,PCE,5.32,%
2107,306 ma3009178.pdf,PCPDTFBT/PC71BM,JSC,14.4,mAcm−2
2108,306 ma3009178.pdf,PCPDTFBT/PC71BM,FF,0.51,%
2109,306 ma3009178.pdf,PCPDTFBT/PC71BM,JSC,15.0,mAcm−2
2110,306 ma3009178.pdf,PCPDTFBT,PCE,5.81,%
2111,306 ma3009178.pdf,PCPDTFBT/PC71BM,PCE,5.51,%
2112,306 ma3009178.pdf,PCPDTBT/PC71BM,PCE,2.75,%
2113,306 ma3009178.pdf,PCPDTBT/PC71BM,PCE,5.51,%
2114,306 ma3009178.pdf,PCPDTBT/PC71BM,VOC,0.65,V
2115,306 ma3009178.pdf,PCPDTBT,VOC,0.59,V
2116,307 c0cc01087a.pdf,unknown,PCE,6.4,%
2117,307 c0cc01087a.pdf,unknown,FF,0.11199999999999999,mAcm-2
2118,307 c0cc01087a.pdf,unknown,JSC,10.6,mAcm-2
2119,308 ja3081583.pdf,unknown,PCE,6.1,%
2120,308 ja3081583.pdf,unknown,FF,0.526,%
2121,308 ja3081583.pdf,PBTIBDT(Figure,PCE,5.5,%
2122,308 ja3081583.pdf,HOMOs,PCE,2,N/A
2123,308 ja3081583.pdf,unknown,PCE,2.67,%
2124,308 ja3081583.pdf,unknown,JSC,6.06,mA/cm2
2125,308 ja3081583.pdf,PBTISi-,VOC,0.803,V
2126,308 ja3081583.pdf,PBTISi-,FF,0.623,%
2127,308 ja3081583.pdf,unknown,VOC,0.88,V
2128,308 ja3081583.pdf,PBTISi-,PCE,6.41,%
2129,308 ja3081583.pdf,PBTISi-C6-based,PCE,6.3,%
2130,308 ja3081583.pdf,PBTISi-,JSC,12.81,mA/cm2
2131,308 ja3081583.pdf,PTPDSi-C8-based,VOC,0.885,V
2132,308 ja3081583.pdf,PTPDSi-C8-based,JSC,11.90,mA/cm2
2133,308 ja3081583.pdf,PBTISi-C8-based,PCE,6.41,%
2134,308 ja3081583.pdf,PTPDSi-C8-based,FF,0.649,%
2135,308 ja3081583.pdf,PTPDSi-C8-based,PCE,6.83,%
2136,308 ja3081583.pdf,HOMO,PCE,6.83,%
2137,308 ja3081583.pdf,P3TI(Figure,PCE,6.3,%
2138,308 ja3081583.pdf,unknown,VOC,0.838,V
2139,309 c1jm13628c.pdf,unknown,VOC,0.56,V
2140,309 c1jm13628c.pdf,unknown,PCE,2.85,%
2141,309 c1jm13628c.pdf,unknown,PCE,4.32,N/A
2142,309 c1jm13628c.pdf,unknown,FF,0.42,N/A
2143,309 c1jm13628c.pdf,PC70BM,JSC,4.68,mAcm-2
2144,309 c1jm13628c.pdf,unknown,PCE,1,N/A
2145,309 c1jm13628c.pdf,unknown,JSC,18.4,N/A
2146,309 c1jm13628c.pdf,unknown,PCE,4.5,%
2147,309 c1jm13628c.pdf,PC70BM,VOC,0.61,V
2148,309 c1jm13628c.pdf,PC70BM,FF,0.43,N/A
2149,309 c1jm13628c.pdf,unknown,JSC,11,N/A
2150,309 c1jm13628c.pdf,unknown,VOC,0.56,N/A
2151,309 c1jm13628c.pdf,PC70BM,PCE,1.2,%
2152,309 c1jm13628c.pdf,unknown,JSC,18.6,mAcm-2
2153,309 c1jm13628c.pdf,unknown,JSC,11.6,mAcm-2
2154,310 ja204056m.pdf,unknown,JSC,12.6,mA/cm2
2155,310 ja204056m.pdf,unknown,VOC,0.89,V
2156,310 ja204056m.pdf,HOMO,VOC,40,N/A
2157,310 ja204056m.pdf,unknown,FF,0.68,%
2158,310 ja204056m.pdf,HOMO,PCE,7.3,%
2159,310 ja204056m.pdf,unknown,VOC,0.85,V
2160,310 ja204056m.pdf,unknown,JSC,11.5,mA/cm2
2161,311 ma2013496.pdf,unknown,JSC,9.7,mAcm
2162,311 ma2013496.pdf,unknown,FF,0.53,N/A
2163,311 ma2013496.pdf,unknown,JSC,10.5,mAcm
2164,311 ma2013496.pdf,unknown,PCE,4.1,%
2165,311 ma2013496.pdf,unknown,PCE,1.2,%
2166,311 ma2013496.pdf,unknown,VOC,0.80,V
2167,311 ma2013496.pdf,unknown,PCE,1.5,%
2168,311 ma2013496.pdf,unknown,PCE,7.3,%
2169,311 ma2013496.pdf,unknown,PCE,2.9,%
2170,311 ma2013496.pdf,unknown,FF,0.36,N/A
2171,312 ma201054a.pdf,PSDTTT:PC71BM(1,PCE,5.3,%
2172,312 ma201054a.pdf,PTBSTT:PC71BM(1:2)solar,FF,0.0273,mA/cm2
2173,313 c2ta01143c.pdf,PC71BM,PCE,2.65,%
2174,313 c2ta01143c.pdf,PC71BM,VOC,0.93,V
2175,313 c2ta01143c.pdf,PC71BM,JSC,5.28,mAcm
2176,313 c2ta01143c.pdf,PC71BM,PCE,5.26,%
2177,314 ma400177w.pdf,PC71BM,PCE,4.37,%
2178,314 ma400177w.pdf,PC71BM,FF,0.555,%
2179,314 ma400177w.pdf,PC71BM,JSC,8.21,mAcm−2
2180,314 ma400177w.pdf,PC71BM,FF,0.47700000000000004,%
2181,314 ma400177w.pdf,PC71BM,JSC,10.35,mAcm−2
2182,314 ma400177w.pdf,PC71BM,PCE,3.22,%
2183,314 ma400177w.pdf,PC71BM,PCE,2.43,%
2184,314 ma400177w.pdf,PC71BM,VOC,0.62,V
2185,314 ma400177w.pdf,PC71BM,VOC,0.76,V
2186,314 ma400177w.pdf,PC71BM,PCE,5.07,%
2187,315 c3py21062f.pdf,PC71BM,FF,0.51,N/A
2188,315 c3py21062f.pdf,unknown,JSC,13.52,mAcm-2
2189,315 c3py21062f.pdf,PC71BM,PCE,4.88,%
2190,315 c3py21062f.pdf,PC71BM,VOC,0.71,V
2191,315 c3py21062f.pdf,PC71BM,JSC,13.52,mAcm
2192,316 cm200316s.pdf,PIDT-phanQ,PCE,6.24,%
2193,316 cm200316s.pdf,HOMO,VOC,0.87,V
2194,316 cm200316s.pdf,PIDT-diphQ,VOC,0.87,V
2195,316 cm200316s.pdf,PIDT-diphQ,JSC,10.9,mAcm
2196,316 cm200316s.pdf,PIDT-phanQ,VOC,0.87,V
2197,316 cm200316s.pdf,unknown,PCE,6.1,%
2198,316 cm200316s.pdf,PIDT-diphQ,PCE,5.69,%
2199,317 cm2019586.pdf,PIDT-DTBT/PC70BM,PCE,6.17,%
2200,317 cm2019586.pdf,PIDT-DTBT/PC70BM,VOC,0.82,V
2201,317 cm2019586.pdf,PIDT-DTBT/PC70BM,JSC,13.27,mA/cm2
2202,317 cm2019586.pdf,PIDT-TTz/PC70BM(1:2,JSC,13.3,mA/cm2
2203,317 cm2019586.pdf,PIDT-DTBT/PC70BM(1:3,PCE,6.17,%
2204,317 cm2019586.pdf,PIDT-DTBT/PC70BM(1:3,JSC,13.27,mA/cm2
2205,317 cm2019586.pdf,PIDT-DTBT/PC70BM(1:3,FF,0.569,%
2206,317 cm2019586.pdf,PIDT-DTBT/PC70BM,FF,0.5670000000000001,%
2207,317 cm2019586.pdf,HOMO,VOC,0.82,N/A
2208,317 cm2019586.pdf,PIDT-DTBT/PC70BM(1:3,VOC,0.82,V
2209,317 cm2019586.pdf,PIDT-TTz/PC70BM(1:2,VOC,0.89,V
2210,317 cm2019586.pdf,PIDT-TTz/PC70BM(1:2,FF,0.489,%
2211,318 ma401415g.pdf,PIDSFBT-OCH8:PC71BM(1:3,JSC,6.72,mA/cm2
2212,318 ma401415g.pdf,PIDSBT-OCH8:PC71BM(1:4,FF,0.41,%
2213,318 ma401415g.pdf,PIDSBT-C6:PC71BM(1:4,PCE,3.9,%
2214,318 ma401415g.pdf,PIDSTPD-C6:PC71BM(1:4,FF,0.51,%
2215,318 ma401415g.pdf,PIDSTPD-C6:PC71BM(1:4,VOC,0.92,V
2216,318 ma401415g.pdf,PIDSBT-OCH8:PC71BM(1:4,PCE,2.6,%
2217,318 ma401415g.pdf,PIDSBT-OCH8:PC71BM(1:4,JSC,8.45,mA/cm2
2218,318 ma401415g.pdf,PIDSBT-OCH8:PC71BM(1:4,VOC,0.76,V
2219,318 ma401415g.pdf,PIDSBT-C6:PC71BM(1:4,JSC,11.24,mA/cm2
2220,318 ma401415g.pdf,PIDSBT-C6:PC71BM(1:4,FF,0.45,%
2221,318 ma401415g.pdf,PIDSFBT-OCH8:PC71BM(1:3,PCE,1.9,%
2222,318 ma401415g.pdf,PIDSTPD-C6:PC71BM(1:4,PCE,3.8,%
2223,318 ma401415g.pdf,PIDSTPD-C6:PC71BM(1:4,JSC,7.96,mA/cm2
2224,318 ma401415g.pdf,PIDSBT-C6:PC71BM(1:4,VOC,0.76,V
2225,319 cm401586t.pdf,PIDT-DFBT-based,PCE,5.97,%
2226,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTBT/PC71BM(1:1,PCE,0.76,%
2227,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTDTBT/PC71BM(1:2,PCE,1.65,%
2228,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTBT/PC71BM(1:1,JSC,3.3,mAcm-2
2229,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTDTBT/PC71BM(1:2,JSC,5.3,mAcm-2
2230,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTBT/PC71BM(1:1,FF,0.33,%
2231,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PTDIDTTBT/PC71BM(1:4,JSC,6.2,mAcm-2
2232,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTDTBT/PC71BM(1:2,FF,0.44,%
2233,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PTDIDTTBT/PC71BM(1:4,PCE,2.00,%
2234,320 Chen_et_al-2010-Chemistry_-_An_Asian_Journal.pdf,PDIDTBT/PC71BM(1:1,VOC,0.70,V
2235,321 cm1020228.pdf,PBSTBT:PC71BM,JSC,8.86,mA/cm2
2236,321 cm1020228.pdf,PBSTBT:PC71BM,VOC,0.81,V
2237,321 cm1020228.pdf,unknown,FF,0.516,%
2238,321 cm1020228.pdf,unknown,VOC,0.80,V
2239,321 cm1020228.pdf,unknown,JSC,8.80,mA/cm2
2240,321 cm1020228.pdf,PBSTBT:PC71BM,PCE,3.49,%
2241,321 cm1020228.pdf,PBSTBT:PC71BM,FF,0.488,%
2242,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTBT/PC71BM,VOC,0.6,V
2243,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTBT/PC71BM,FF,0.5,%
2244,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTBT/PC71BM,FF,0.49700000000000005,%
2245,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTBT/PC71BM,JSC,10.34,mAcm-2
2246,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTBT/PC71BM,PCE,3.08,%
2247,323 Tseng_et_al-2012-Chemistry_-_An_Asian_Journal.pdf,PBDPTTPD/PC71BM(1:3,PCE,3.72,%
2248,324 ja1110915.pdf,PC61BM,PCE,2.17,%
2249,324 ja1110915.pdf,PTAT-3,FF,0.12300000000000001,mAcm
2250,324 ja1110915.pdf,PTAT-2,JSC,1.0,N/A
2251,324 ja1110915.pdf,PTAT-3,PCE,2.65,%
2252,324 ja1110915.pdf,PTAT-2,PCE,0.37,%
2253,324 ja1110915.pdf,PC61BM,JSC,5.1,N/A
2254,324 ja1110915.pdf,PTAT-3,PCE,2.79,%
2255,324 ja1110915.pdf,PC61BM,FF,0.54,%
2256,324 ja1110915.pdf,PTAT-3,FF,0.59,%
2257,324 ja1110915.pdf,PTAT-3,VOC,0.83,V
2258,324 ja1110915.pdf,unknown,FF,0.58,%
2259,324 ja1110915.pdf,PC61BM,VOC,0.79,V
2260,324 ja1110915.pdf,PTAT-2,VOC,0.77,V
2261,324 ja1110915.pdf,PTAT-3,JSC,5.7,mAcm
2262,325 ja311700u.pdf,unknown,VOC,0.81,V
2263,325 ja311700u.pdf,unknown,PCE,7.2,%
2264,325 ja311700u.pdf,unknown,JSC,13.85,mAcm−2
2265,325 ja311700u.pdf,unknown,FF,0.64,%
2266,326 ma202764v.pdf,PFDTPBT/PC71BM(1:3,PCE,3.11,%
2267,326 ma202764v.pdf,PFDTPQX/PC71BM(1:4,VOC,0.72,V
2268,326 ma202764v.pdf,PFDTPBT/PC71BM(1:3,JSC,8.37,mA/cm2
2269,326 ma202764v.pdf,PFDTPQX/PC71BM(1:4,JSC,8.62,mA/cm2
2270,326 ma202764v.pdf,PFDTPBT/PC71BM(1:3,VOC,0.74,V
2271,326 ma202764v.pdf,PFDTPBT/PC71BM(1:3,FF,0.5,%
2272,326 ma202764v.pdf,PFDTPQX/PC71BM(1:4,PCE,3.4,%
2273,327 C3EE41948G.pdf,PC71BM,VOC,0.87,V
2274,327 C3EE41948G.pdf,PC71BM,JSC,13.69,mAcm-2
2275,327 C3EE41948G.pdf,unknown,FF,0.5539999999999999,%
2276,327 C3EE41948G.pdf,PC71BM,PCE,7.80,%
2277,327 C3EE41948G.pdf,PC71BM/MoO3/Ag,FF,0.6559999999999999,%
